date,,FY 1998,,FY 1999,,FY 2000,,FY 2001,,FY 2002,,FY 2003,,FY 2004,,FY 2005,,FY 2006,,FY 2007,,FY 2008,,FY 2009,,FY 2010,,FY 2011,,FY 2012,,FY 2013,,FY 2014,,FY 2015,,FY 2016,,FY 2017,,FY 2018,,FY 2019,,FY 2020,,FY 2021,,FY 2022,,FY 2023,,FY 2024,
date,,01/31/1998,,01/31/1999,,01/31/2000,,01/31/2001,,01/31/2002,,01/31/2003,,01/31/2004,,01/31/2005,,01/31/2006,,01/31/2007,,01/31/2008,,01/31/2009,,01/31/2010,,01/31/2011,,01/31/2012,,01/31/2013,,01/31/2014,,01/31/2015,,01/31/2016,,01/31/2017,,01/31/2018,,01/31/2019,,01/31/2020,,01/31/2021,,01/31/2022,,01/31/2023,,01/31/2024,
  Walmart International,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,11.6,,11.2,,7.6,,7.2,,5,,1.6,,3.6,,-0.7,,0.8,,3,,3.1,,2.7,,7.8,,-20.5,,3.7,,10.6,
Operating Income,,5162,1.0,6546,1.0,8309,1.0,9524,1.0,12077,1.0,13295,1.0,15025,1.0,17091,1.0,18713,1.0,20497,1.0,21952,1.0,22767,1.0,24002,1.0,25542,1.0,26491,1.0,27725,1.0,26872,1.0,27147,1.0,24105,1.0,22764,1.0,20437,1.0,21957,1.0,20568,1.0,22548,1.0,25942,1.0,20428,1.0,27012,1.0
  Wal-Mart Stores,,5833,0.869170019371182,7075,0.849033961358454,8419,0.84232116058029,9734,0.825755005089922,10305,0.805644593855054,11840,0.796716237130745,12916,0.786985132829637,14163,0.768433617275243,15324,0.758050952263171,16620,0.743125419181757,17516,0.734146443690012,18310,0.738574482675164,19314,0.750641274776525,19941,0.732828635478299,20391,0.717462439745259,21103,0.719575817506052,21787,0.756939860334225,21336,0.723671268188448,19087,0.727040719155906,17012,0.69787094392255,16995,0.734474264229223,17386,0.730841985791753,17380,0.776170060735977,19116,0.774491532290738,21587,0.782024344297928,20620,0.807076597909899,22154,0.75727226115194
  Walmart International,,262,0.0390403814632693,551,0.0661226449057962,817,0.0817408704352176,1112,0.0943332202239566,1458,0.113986396685169,1998,0.134445865015813,2370,0.144406531805996,2988,0.162118170473659,3506,0.173435567647786,4265,0.190699754080036,4725,0.198038476046775,4832,0.194909442943003,4901,0.190478041197046,5575,0.204880379258388,6182,0.217515217620773,6365,0.217035496300338,5153,0.179029288121461,6171,0.209307058304786,5346,0.20363387041481,5737,0.235344792222177,5229,0.225982108129133,4883,0.205262936651394,3370,0.150500178635227,3660,0.148286200469978,3758,0.136139689900014,2965,0.116051508865318,4909,0.167800376004102
  Sam’s Club,,616,0.0917895991655491,707,0.0848433937357494,759,0.0759379689844922,942,0.0799117746861215,1028,0.0803690094597764,1023,0.0688378978534419,1126,0.0686083353643675,1280,0.0694482122510987,1385,0.0685134800890428,1480,0.066174826738207,1618,0.067815080263213,1649,0.0665160743818321,1515,0.0588806840264283,1695,0.0622909852633126,1848,0.0650223426339678,1859,0.06338868619361,1843,0.0640308515443144,1976,0.0670216735067666,1820,0.0693254104292843,1628,0.0667842638552734,915,0.039543627641644,1520,0.063895077556854,1642,0.073329760628796,1906,0.0772222672392837,2259,0.0818359658020577,1964,0.0768718932247837,2192,0.0749273628439583
  Corporate & Support,,-208,,-213,,110,,-298,,-714,,-1566,,-1387,,-1340,,-1502,,-1868,,-1907,,-2024,,-1728,,-1669,,-1930,,-1602,,-1911,,-2336,,-2148,,-1613,,-2702,,-1832,,-1824,,-2134,,-1662,,-5121,,-2243,
  Adjustment,,-1341,,-1574,,-1796,,-1966,,0,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Operating Margin,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Wal-Mart Stores,,—,,—,,—,,—,,7.4,,7.5,,7.4,,7.4,,7.3,,81.1,,7.3,,7.3,,7.6,,7.7,,7.7,,7.7,,7.8,,7.4,,6.4,,5.5,,5.3,,5.2,,5.1,,5.2,,5.5,,4.9,,5,
  Walmart International,,—,,—,,—,,—,,4.1,,4.9,,5,,5.3,,5.9,,20.8,,5.2,,5,,5,,5.1,,4.9,,4.7,,3.8,,4.5,,4.3,,4.9,,4.4,,4,,2.8,,3,,3.7,,2.9,,4.3,
