In Millions of USD except Per Share,,Q3 2004,,Q4 2004,,Q1 2005,,Q2 2005,,Q3 2005,,Q4 2005,,Q1 2006,,Q2 2006,,Q3 2006,,Q4 2006,,Q1 2007,,Q2 2007,,Q3 2007,,Q4 2007,,Q1 2008,,Q2 2008,,Q3 2008,,Q4 2008,,Q1 2009,,Q2 2009,,Q3 2009,,Q4 2009,,Q1 2010,,Q2 2010,,Q3 2010,,Q4 2010,,Q1 2011,,Q2 2011,,Q3 2011,,Q4 2011,,Q1 2012,,Q2 2012,,Q3 2012,,Q4 2012,,Q1 2013,,Q2 2013,,Q3 2013,,Q4 2013,,Q1 2014,,Q2 2014,
3 Months Ending,,09/30/2004,,12/31/2004,,03/31/2005,,06/30/2005,,09/30/2005,,12/31/2005,,03/31/2006,,06/30/2006,,09/30/2006,,12/31/2006,,03/31/2007,,06/30/2007,,09/30/2007,,12/31/2007,,03/31/2008,,06/30/2008,,09/30/2008,,12/31/2008,,03/31/2009,,06/30/2009,,09/30/2009,,12/31/2009,,03/31/2010,,06/30/2010,,09/30/2010,,12/31/2010,,03/31/2011,,06/30/2011,,09/30/2011,,12/31/2011,,03/31/2012,,06/30/2012,,09/30/2012,,12/31/2012,,03/31/2013,,06/30/2013,,09/30/2013,,12/31/2013,,03/31/2014,,06/30/2014,
Assets,,91020,1.0,93208,1.0,95803,1.0,99040,1.0,125833,1.0,125833,1.0,132628,1.0,131183,1.0,134121,1.0,132628,1.0,136006,1.0,139606,1.0,139554,1.0,148786,1.0,152847,1.0,163066,1.0,165710,1.0,161165,1.0,155873,1.0,161201,1.0,162561,1.0,164621,1.0,168932,1.0,171746,1.0,177199,1.0,184769,1.0,194736,1.0,201717,1.0,204099,1.0,209474,1.0,214890,1.0,219379,1.0,226864,1.0,232982,1.0,237410,1.0,244048,1.0,247838,1.0,253753,1.0,258238,1.0,262045,1.0
  Upstream,,41466,0.455570204350692,43108,0.462492489915029,43434,0.453367848605993,44380,0.448101777059774,65507,0.520586809501482,65507,0.520586809501482,72571,0.547177066682752,68602,0.522948857702599,69763,0.520149715555357,72571,0.547177066682752,73775,0.542439304148346,75907,0.543723049152615,76982,0.551628760193187,84584,0.568494347586466,87633,0.573338043926279,90961,0.557817080200655,95221,0.574624343733028,98601,0.61180156981975,98504,0.63195036985238,98884,0.613420512279701,98836,0.607993307127786,106687,0.648076490848677,107970,0.639132905547794,108863,0.633860468366075,112232,0.633367005457141,115625,0.62578138107583,123664,0.635034097444746,127837,0.63374430514037,132089,0.647181024894781,135648,0.647564852917307,140237,0.652599004141654,144089,0.656803978502956,149128,0.657345369913252,157697,0.676863448678439,163403,0.688273450991955,167972,0.688274437815512,174523,0.704181763894157,182532,0.719329426647173,187165,0.724777143565238,192100,0.733080196149516
    International,,29800,0.32740057130301,31239,0.335153634881126,31586,0.329697399872655,32294,0.326070274636511,46501,0.369545349789006,46501,0.369545349789006,51844,0.390897849624514,49107,0.37433966291364,49772,0.371097740100357,51844,0.390897849624514,52829,0.388431392732674,54447,0.390004727590505,55796,0.399816558464824,61049,0.41031414245964,62961,0.411921725647216,65130,0.39940882832718,70359,0.42459115321948,72530,0.45003567772159,72853,0.467386911139197,73836,0.458036860813518,74125,0.455982677271916,81209,0.493308873108534,82741,0.489788790756044,84112,0.489746486089923,86532,0.488332326931868,89306,0.483338655293908,91016,0.467381480568565,92732,0.459713360797553,95603,0.468414837897295,98540,0.470416376256719,103048,0.479538368467588,105990,0.483136489818989,110375,0.486524966499753,115806,0.497059858701531,120926,0.509355124047007,124752,0.511178128892677,130407,0.526178390722972,137096,0.540273415486713,141011,0.546050542522789,145352,0.554683355912152
    United States,,11666,0.128169633047682,11869,0.127338855033903,11848,0.123670448733338,12086,0.122031502423263,19006,0.151041459712476,19006,0.151041459712476,20727,0.156279217058238,19495,0.148609194788959,19991,0.149051975455,20727,0.156279217058238,20946,0.154007911415673,21460,0.153718321562111,21186,0.151812201728363,23535,0.158180205126826,24672,0.161416318279063,25831,0.158408251873475,24862,0.150033190513548,26071,0.16176589209816,25651,0.164563458713183,25048,0.155383651466182,24711,0.152010629855869,25478,0.154767617740142,25229,0.149344114791751,24751,0.144113982276152,25700,0.145034678525274,26319,0.142442725781922,32648,0.167652616876181,35105,0.174030944342817,36486,0.178766186997487,37108,0.177148476660588,37189,0.173060635674066,38099,0.173667488683967,38753,0.170820403413499,41891,0.179803589976908,42477,0.178918326944948,43220,0.177096308922835,44116,0.178003373171184,45436,0.179056011160459,46154,0.178726601042449,46748,0.178396840237364
  Downstream,,29706,0.32636783124588,29506,0.316560810230881,30808,0.321576568583447,31656,0.319628432956381,34567,0.274705363457916,34567,0.274705363457916,36374,0.274255813252104,37656,0.287049389021443,38552,0.287441936758599,36374,0.274255813252104,36732,0.270076320162346,39229,0.280997951377448,40952,0.293449130802413,42865,0.288098342585996,43631,0.285455390030553,50279,0.308335275287307,46136,0.2784140969163,39441,0.244724350820588,38953,0.249902163941157,42125,0.261319718860305,42777,0.263144296602506,39935,0.242587519210793,40808,0.241564653233254,40576,0.236255866221047,40741,0.229916647385143,41965,0.227121432707868,44466,0.22833990633473,46094,0.228508256616944,41481,0.203239604309673,42699,0.203839139940995,44799,0.208474103029457,44071,0.200889784345813,45787,0.201825763452994,43047,0.184765346679143,44940,0.189292784634177,44146,0.180890644463384,45168,0.182248081408017,44097,0.173779226255453,44772,0.173374948690743,45576,0.173924325974546
    United States,,9725,0.106844649527576,10091,0.108263239206935,10527,0.109881736480068,10831,0.1093598546042,12273,0.097534033202737,12273,0.097534033202737,13482,0.101652743010526,14141,0.107795979661999,14105,0.10516623049336,13482,0.101652743010526,14081,0.103532197108951,14904,0.106757589215363,16175,0.115904954354587,16790,0.112846638796661,17272,0.113001890779669,19230,0.11792771025229,17921,0.108146762416269,15869,0.0984643067663575,15318,0.0982723114330256,17160,0.106450952537515,17697,0.10886374960784,20317,0.123416818024432,20524,0.121492671607511,20559,0.119705844677605,20365,0.114927285142693,21406,0.115852767509701,21974,0.112839947415989,22228,0.11019398464185,21005,0.102915741870367,22182,0.105893810210336,23390,0.108846386523338,23002,0.104850509848253,23530,0.103718527399676,23023,0.0988187928681186,23982,0.101015121519734,23012,0.0942929259817741,23653,0.0954373421347816,23829,0.0939062789405445,23951,0.0927477753080492,24216,0.0924116086931634
    International,,19981,0.219523181718304,19415,0.208297571023946,20281,0.211694832103379,20825,0.210268578352181,22294,0.17717133025518,22294,0.17717133025518,22892,0.172603070241578,23515,0.179253409359444,24447,0.182275706265238,22892,0.172603070241578,22651,0.166544123053395,24325,0.174240362162085,24777,0.177544176447827,26075,0.175251703789335,26359,0.172453499250885,31049,0.190407565035016,28215,0.17026733450003,23572,0.14626004405423,23635,0.151629852508132,24965,0.15486876632279,25080,0.154280546994667,19618,0.119170701186361,20284,0.120071981625743,20017,0.116550021543442,20376,0.114989362242451,20559,0.111268665198166,22492,0.115499958918741,23866,0.118314271975094,20476,0.100323862439306,20517,0.0979453297306587,21409,0.0996277165061194,21069,0.096039274497559,22257,0.0981072360533183,20024,0.085946553811024,20958,0.0882776631144433,21134,0.0865977184816102,21515,0.0868107392732349,20268,0.0798729473149086,20821,0.0806271733826935,21360,0.081512717281383
  All Other,,16896,0.185629531970995,17611,0.188943009183761,18442,0.192499191048297,19813,0.200050484652666,17944,0.142601702256165,17944,0.142601702256165,15660,0.118074614711826,16954,0.129239306922391,17757,0.132395374326168,15660,0.118074614711826,17457,0.12835463141332,16425,0.117652536423936,13497,0.0967152500107485,13346,0.0896992996652911,13429,0.0878591009309964,13649,0.0837023045883262,16112,0.0972301007784684,14883,0.0923463531163714,13797,0.0885143674658215,11966,0.074230308744983,12542,0.0771525765712563,13381,0.0812836758372261,15536,0.091965998153103,17689,0.102995120701501,19609,0.110660895377513,22562,0.122109228279636,21951,0.112721838797141,23132,0.114675510740295,25875,0.126776711301868,26485,0.126435739041599,25213,0.117329796640141,26578,0.121151067330966,27309,0.120376084350095,27598,0.118455503000232,24427,0.102889516027126,27290,0.111822264472563,23507,0.0948482476456395,22485,0.088609789834997,21662,0.0838838590757363,19748,0.0753611021007842
    International,,8220,0.0903098220171391,5865,0.0629237833662347,6564,0.0685155997202593,7997,0.0807451534733441,8710,0.0692187264072223,8710,0.0692187264072223,7179,0.0541288415719154,9101,0.0693763673646738,9230,0.0688184549772221,7179,0.0541288415719154,9651,0.0709601047012632,8130,0.0582353193988797,7583,0.0543373891110251,6499,0.0436801849636391,8220,0.053779269465544,8076,0.0495259588142225,7464,0.0450425442037294,5899,0.0366022399404337,6931,0.0444656868091331,5962,0.0369848822277777,5738,0.0352975190851434,6256,0.0380024419727738,7821,0.0462967347808586,9258,0.0539051855647293,9989,0.0563716499528778,11437,0.0618989116139612,11148,0.057246734039931,14342,0.0710996098494425,16511,0.080897015663967,17661,0.0843111794303828,18628,0.0866862115500954,20094,0.0915949110899402,21003,0.0925796953240708,19871,0.0852898507180812,18309,0.0771197506423487,17069,0.0699411591162394,17702,0.0714256893615991,15159,0.0597391952016331,15161,0.0587094076007404,13201,0.0503768436718884
    United States,,8676,0.0953197099538563,11746,0.126019225817526,11878,0.123983591328038,11816,0.119305331179321,9234,0.0733829758489426,9234,0.0733829758489426,8481,0.0639457731399101,7853,0.0598629395577171,8527,0.0635769193489461,8481,0.0639457731399101,7806,0.0573945267120568,8295,0.0594172170250562,5914,0.0423778608997234,6847,0.046019114701652,5209,0.0340798314654524,5573,0.0341763457741037,8648,0.052187556574739,8984,0.0557441131759377,6866,0.0440486806566885,6004,0.0372454265172052,6804,0.0418550574861129,7125,0.0432812338644523,7715,0.0456692633722445,8431,0.0490899351367717,9620,0.0542892454246356,11125,0.0602103166656744,10803,0.0554751047572098,8790,0.043575900890852,9364,0.0458796956379012,8824,0.0421245596112167,6585,0.0306435850900461,6484,0.0295561562410258,6306,0.0277963890260244,7727,0.0331656522821505,6118,0.0257697653847774,10221,0.0418811053563233,5805,0.0234225582840404,7326,0.0288705946333639,6501,0.0251744514749959,6547,0.0249842584288958
  Adjustment,,—,,—,,—,,—,,4636,0.0368424817019383,4636,0.0368424817019383,4623,0.0348568929637784,4700,0.0358278130550452,4659,0.0347372894625003,4623,0.0348568929637784,4691,0.0344911253915268,4681,0.0335300775038322,4679,0.0335282399644582,4637,0.0311655666527765,4630,0.0302917296381349,4629,0.0283872787705592,4600,0.0277593386035846,4619,0.0286600688735147,4619,0.0296330987406414,4619,0.0286536684015608,4619,0.0284139492252139,4618,0.028052314103304,4618,0.027336443065849,4618,0.0268885447113761,4617,0.0260554517802019,4617,0.0249879579366669,4655,0.0239041574233835,4654,0.023071927502392,4654,0.0228026594936771,4642,0.0221602681000983,4641,0.0215970961887477,4641,0.0211551698202654,4640,0.0204527822836589,4640,0.019915701642187,4640,0.0195442483467419,4640,0.0190126532485413,4640,0.0187219070521873,4639,0.0182815572623772,4639,0.0179640486682827,4621,0.0176343757751531
  Chemicals,,2952,0.0324324324324324,2983,0.0320036906703287,3119,0.0325563917622621,3191,0.0322193053311793,3179,0.0252636430824982,3179,0.0252636430824982,3400,0.0256356123895407,3271,0.0249346332985219,3390,0.0252756838973762,3400,0.0256356123895407,3351,0.024638618884461,3364,0.0240963855421687,3444,0.024678619029193,3354,0.02254244350947,3524,0.0230557354740361,3548,0.0217580611531527,3641,0.0219721199686199,3621,0.0224676573697763,—,,3607,0.0223757917134509,3787,0.0232958704732377,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    International,,679,0.00745989892331356,667,0.00715603810831688,664,0.00693088942934981,694,0.00700726978998384,727,0.00577749874834106,727,0.00577749874834106,832,0.00627318514944054,754,0.005747695966703,789,0.0058827476681504,832,0.00627318514944054,841,0.00618355072570328,839,0.00600977035370973,875,0.00626997434684782,870,0.00584732434503246,950,0.00621536569248988,981,0.00601596899414961,1021,0.0061613662422304,1086,0.00673843576458909,—,,989,0.00613519767247101,1051,0.00646526534654683,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    United States,,2273,0.0249725335091189,2316,0.0248476525620118,2455,0.0256255023329123,2497,0.0252120355411955,2452,0.0194861443341572,2452,0.0194861443341572,2568,0.0193624272401001,2517,0.0191869373318189,2601,0.0193929362292258,2568,0.0193624272401001,2510,0.0184550681587577,2525,0.018086615188459,2569,0.0184086446823452,2484,0.0166951191644375,2574,0.0168403697815463,2567,0.0157420921590031,2620,0.0158107537263895,2535,0.0157292216051872,—,,2618,0.0162405940409799,2736,0.0168306051266909,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
Property Plant & Equip (Gross),,—,,103954,1.0,—,,—,,—,,127446,1.0,—,,—,,—,,137747,1.0,—,,—,,—,,154084,1.0,—,,—,,—,,173299,1.0,—,,—,,—,,188288,1.0,—,,—,,—,,207367,1.0,—,,—,,—,,233432,1.0,—,,—,,—,,263481,1.0,—,,—,,—,,296433,1.0,—,,—,
  All Other,,—,,2895,0.0278488562248687,—,,—,,—,,3147,0.024692811072925,—,,—,,—,,3270,0.0237391739929,—,,—,,—,,3914,0.0254017289270787,—,,—,,—,,4327,0.0249684072037346,—,,—,,—,,4589,0.0243722382732835,—,,—,,—,,4749,0.0229014259742389,—,,—,,—,,5147,0.0220492477466671,—,,—,,—,,4992,0.0189463376865884,—,,—,,—,,5545,0.0187057446370681,—,,—,
    United States,,—,,2877,0.0276757027146623,—,,—,,—,,3127,0.0245358818636913,—,,—,,—,,3243,0.0235431624645183,—,,—,,—,,3873,0.0251356403000961,—,,—,,—,,4310,0.0248703108500338,—,,—,,—,,4569,0.0242660180149558,—,,—,,—,,4722,0.0227712220362931,—,,—,,—,,5117,0.0219207306624627,—,,—,,—,,4959,0.0188210914639006,—,,—,,—,,5402,0.0182233422054899,—,,—,
    International,,—,,18,0.000173153510206437,—,,—,,—,,20,0.000156929209233715,—,,—,,—,,27,0.000196011528381743,—,,—,,—,,41,0.000266088626982685,—,,—,,—,,17,9.80963537008292e-05,—,,—,,—,,20,0.000106220258327668,—,,—,,—,,27,0.000130203937945768,—,,—,,—,,30,0.000128517084204394,—,,—,,—,,33,0.000125246222687784,—,,—,,—,,143,0.000482402431578131,—,,—,
  Downstream,,—,,23669,0.227687246282009,—,,—,,—,,25067,0.196687224393076,—,,—,,—,,25589,0.185768111102238,—,,—,,—,,26278,0.170543339996366,—,,—,,—,,28981,0.167231201564925,—,,—,,—,,28814,0.153031526172672,—,,—,,—,,29517,0.142341838383156,—,,—,,—,,28121,0.120467630830392,—,,—,,—,,30782,0.116828158387132,—,,—,,—,,31710,0.106971895841556,—,,—,
    United States,,—,,12826,0.123381495661543,—,,—,,—,,13832,0.108532241106037,—,,—,,—,,14553,0.10565021379776,—,,—,,—,,15807,0.102586900651593,—,,—,,—,,17394,0.10036988095719,—,,—,,—,,18962,0.100707426920462,—,,—,,—,,19820,0.0955793351883376,—,,—,,—,,20699,0.0886725041982248,—,,—,,—,,21792,0.0827080510549148,—,,—,,—,,22407,0.0755887502403579,—,,—,
    International,,—,,10843,0.104305750620467,—,,—,,—,,11235,0.0881549832870392,—,,—,,—,,11036,0.0801178973044785,—,,—,,—,,10471,0.067956439344773,—,,—,,—,,11587,0.0668613206077358,—,,—,,—,,9852,0.0523240992522094,—,,—,,—,,9697,0.0467625031948189,—,,—,,—,,7422,0.031795126632167,—,,—,,—,,8990,0.0341201073322175,—,,—,,—,,9303,0.0313831456011982,—,,—,
  Chemicals,,—,,1340,0.0128903168709237,—,,—,,—,,1345,0.0105534893209673,—,,—,,—,,1416,0.010279715710687,—,,—,,—,,1493,0.00968952000207679,—,,—,,—,,1553,0.0089613904292581,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    International,,—,,725,0.00697423860553706,—,,—,,—,,721,0.00565729799287541,—,,—,,—,,771,0.00559721808823423,—,,—,,—,,815,0.00528932270709483,—,,—,,—,,828,0.00477786946260509,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    United States,,—,,615,0.00591607826538661,—,,—,,—,,624,0.0048961913280919,—,,—,,—,,645,0.00468249762245276,—,,—,,—,,678,0.00440019729498196,—,,—,,—,,725,0.00418352096665301,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Upstream,,—,,76050,0.731573580622198,—,,—,,—,,97887,0.768066475213031,—,,—,,—,,107472,0.780212999194175,—,,—,,—,,122399,0.794365411074479,—,,—,,—,,138438,0.798839000802082,—,,—,,—,,154885,0.822596235554045,—,,—,,—,,173101,0.834756735642605,—,,—,,—,,200164,0.857483121422941,—,,—,,—,,227707,0.864225503926279,—,,—,,—,,259178,0.874322359521376,—,,—,
    International,,—,,38721,0.372482059372415,—,,—,,—,,54497,0.427608555780487,—,,—,,—,,61281,0.44488083225043,—,,—,,—,,71408,0.463435528672672,—,,—,,—,,84282,0.486338640153723,—,,—,,—,,96557,0.512815474167233,—,,—,,—,,110578,0.533247816672855,—,,—,,—,,125795,0.538893553583056,—,,—,,—,,145799,0.553356788535037,—,,—,,—,,169623,0.5722136199411,—,,—,
    United States,,—,,37329,0.359091521249784,—,,—,,—,,43390,0.340457919432544,—,,—,,—,,46191,0.335332166943745,—,,—,,—,,50991,0.330929882401807,—,,—,,—,,54156,0.312500360648359,—,,—,,—,,58328,0.309780761386812,—,,—,,—,,62523,0.301508918969749,—,,—,,—,,74369,0.318589567839885,—,,—,,—,,81908,0.310868715391243,—,,—,,—,,89555,0.302108739580276,—,,—,
Capital Expenditures,,-1907,,-2651,,-1696,,-2526,,-2907,,-3972,,-2778,,-4311,,-4128,,-5132,,-4055,,-4516,,-5212,,-6243,,-5127,,-5157,,-5493,,-6998,,-6396,,-4949,,-4596,,-6226,,-4382,,-5043,,-6112,,-6218,,-5046,,-8343,,-7413,,-8264,,-6417,,-7826,,-8430,,-11556,,-8882,,-9452,,-10585,,-12958,,-9431,,-10185,
  All Other,,-83,0.0435238594651285,-118,0.044511505092418,-84,0.0495283018867924,-113,0.0447347585114806,-93,0.0319917440660475,-73,0.0183786505538771,-48,0.0172786177105832,-108,0.0250521920668058,-118,0.0285852713178295,-140,0.0272798129384256,-266,0.0655980271270037,-133,0.0294508414526129,-164,0.0314658480429777,-211,0.0337978535960275,-124,0.0241856836356544,-144,0.0279232111692845,-154,0.0280356817768068,-203,0.0290082880823092,-47,0.00734834271419637,-87,0.0175793089513033,-100,0.0217580504786771,-148,0.0237712817218118,-34,0.00775901414879051,-72,0.0142772159428911,-83,0.0135798429319372,-110,0.0176905757478289,-37,0.0073325406262386,-312,0.0373966199208918,-111,0.0149736948603804,-123,0.0148838334946757,-52,0.00810347514414836,-102,0.0130334781497572,-189,0.0224199288256228,-270,0.0233644859813084,-131,0.0147489304210763,-166,0.0175624206517139,-166,0.0156825696740671,-381,0.0294026855996296,-103,0.0109214293288092,-133,0.0130584192439863
    International,,0,,-1,0.000377216144851,-1,0.000589622641509434,-16,0.0063341250989707,-8,0.00275197798417613,-19,0.00478348439073515,-2,0.000719942404607631,0,,-5,0.00121124031007752,-4,0.000779423226812159,-3,0.000739827373612824,0,,-1,0.000191864927091328,-2,0.000320358801858081,-1,0.000195045835771406,-2,0.000387822377351173,-1,0.000182049881667577,-3,0.000428693912546442,-11,0.0017198248905566,0,,0,,-2,0.00032123353678124,0,,-4,0.000793178663493952,-3,0.000490837696335079,-6,0.000964940495336121,-1,0.000198176773682124,-2,0.000239721922569819,-2,0.000269796303790638,-3,0.000363020329138432,0,,-2,0.000255558395093279,-1,0.000118623962040332,-8,0.000692281066112842,-4,0.00045034902049088,-6,0.000634786288616166,-7,0.000661313179026925,-6,0.000463034418891804,-4,0.000424133177817835,-11,0.00108001963672067
    United States,,-83,0.0435238594651285,-117,0.044134288947567,-83,0.048938679245283,-97,0.0384006334125099,-85,0.0292397660818713,-54,0.013595166163142,-46,0.0165586753059755,-108,0.0250521920668058,-113,0.0273740310077519,-136,0.0265003897116134,-263,0.0648581997533909,-133,0.0294508414526129,-163,0.0312739831158864,-209,0.0334774947941695,-123,0.023990637799883,-142,0.0275353887919333,-153,0.0278536318951393,-200,0.0285795941697628,-36,0.00562851782363977,-87,0.0175793089513033,-100,0.0217580504786771,-146,0.0234500481850305,-34,0.00775901414879051,-68,0.0134840372793972,-80,0.0130890052356021,-104,0.0167256352524928,-36,0.00713436385255648,-310,0.0371568979983219,-109,0.0147038985565898,-120,0.0145208131655373,-52,0.00810347514414836,-100,0.0127779197546639,-188,0.0223013048635824,-262,0.0226722049151956,-127,0.0142985814005855,-160,0.0169276343630978,-159,0.0150212564950402,-375,0.0289396511807378,-99,0.0104972961509914,-122,0.0119783996072656
  Downstream,,-272,0.142632406921867,-607,0.228970199924557,-259,0.152712264150943,-455,0.180126682501979,-552,0.189886480908153,-932,0.234642497482377,-194,0.0698344132469402,-1019,0.23637207144514,-642,0.155523255813953,-1050,0.204598597038192,-582,0.143526510480888,-785,0.173826395039858,-815,0.156369915579432,-1261,0.20198622457152,-601,0.117222547298615,-853,0.165406243940275,-892,0.162388494447479,-1859,0.265647327807945,-875,0.136804252657911,-857,0.173166296221459,-796,0.17319408181027,-1254,0.201413427561837,-466,0.106344135098129,-549,0.108863771564545,-577,0.0944044502617801,-960,0.154390479253779,-352,0.0697582243361078,-546,0.0654440848615606,-659,0.0888978820990152,-1054,0.127541142303969,-460,0.0716845878136201,-704,0.0899565550728341,-704,0.0835112692763938,-1304,0.112841813776393,-507,0.0570817383472191,-723,0.076491747778248,-747,0.0705715635333018,-1198,0.0924525389720636,-542,0.0574700455943166,-641,0.0629356897398134
    International,,-165,0.0865233350812795,-356,0.134288947566956,-148,0.0872641509433962,-333,0.131828978622328,-280,0.0963192294461644,-619,0.155840886203424,-2,0.000719942404607631,-767,0.177916956622593,-363,0.0879360465116279,-597,0.116328916601715,-349,0.0860665844636252,-460,0.101860053144376,-423,0.0811588641596316,-635,0.101713919589941,-229,0.044665496391652,-325,0.0630211363195656,-395,0.0719097032586929,-1074,0.153472420691626,-505,0.0789555972482802,-273,0.0551626591230552,-300,0.0652741514360313,-645,0.10359781561195,-194,0.0442720219078047,-218,0.0432282371604204,-264,0.0431937172774869,-420,0.0675458346735285,-121,0.0239793896155371,-245,0.0293659355148028,-297,0.0400647511129098,-487,0.0589303000968054,-182,0.0283621630045192,-303,0.0387170968566317,-262,0.031079478054567,-512,0.0443059882312219,-168,0.018914658860617,-292,0.0308929327126534,-230,0.021728861596599,-499,0.0385090291711684,-185,0.0196161594740749,-230,0.0225822287677958
    United States,,-107,0.0561090718405873,-251,0.0946812523576009,-111,0.0654481132075472,-122,0.0482977038796516,-272,0.0935672514619883,-313,0.0788016112789527,-192,0.0691144708423326,-252,0.058455114822547,-279,0.0675872093023256,-453,0.088269680436477,-233,0.0574599260172626,-325,0.0719663418954827,-392,0.0752110514198005,-626,0.100272304981579,-372,0.0725570509069631,-528,0.10238510762071,-497,0.0904787911887857,-785,0.112174907116319,-370,0.057848655409631,-584,0.118003637098404,-496,0.107919930374238,-609,0.0978156119498876,-272,0.062072113190324,-331,0.0656355344041245,-313,0.0512107329842932,-540,0.0868446445802509,-231,0.0457788347205707,-301,0.0360781493467578,-362,0.0488331309861055,-567,0.0686108422071636,-278,0.0433224248091008,-401,0.0512394582162024,-442,0.0524317912218268,-792,0.0685358255451713,-339,0.0381670794866021,-431,0.0455988150655946,-517,0.0488427019367029,-699,0.0539435098008952,-357,0.0378538861202418,-411,0.0403534609720177
  Upstream,,-1514,0.793917147351862,-1883,0.710298000754432,-1327,0.782429245283019,-1926,0.762470308788599,-2216,0.762297901616787,-2920,0.735146022155086,-2513,0.904607631389489,-3149,0.730456970540478,-3308,0.801356589147287,-3849,0.75,-3167,0.781011097410604,-3549,0.785872453498671,-4168,0.799693016116654,-4654,0.745474931923755,-4287,0.836161497952019,-4126,0.80007756447547,-4234,0.770799198980521,-4813,0.687767933695342,-5474,0.855847404627892,-4005,0.809254394827238,-3700,0.805047867711053,-4824,0.774815290716351,-3882,0.885896850753081,-4422,0.876859012492564,-5452,0.892015706806283,-5148,0.827918944998392,-4657,0.922909235037654,-7485,0.897159295217548,-6643,0.896128423040604,-7087,0.857575024201355,-5905,0.920211937042232,-7020,0.897009966777409,-7537,0.894068801897983,-9982,0.863793700242298,-8244,0.928169331231705,-8563,0.905945831570038,-9672,0.913745866792631,-11379,0.878144775428307,-8786,0.931608525076874,-9411,0.9240058910162
    United States,,-434,0.227582590456214,-490,0.18483591097699,-386,0.227594339622642,-538,0.21298495645289,-692,0.238046095631235,-834,0.209969788519637,-820,0.295176385889129,-1151,0.26699141730457,-1036,0.250968992248062,-1116,0.217459080280592,-920,0.226880394574599,-970,0.214791851195748,-1309,0.251151189562548,-1359,0.217683805862566,-1451,0.28301150770431,-1239,0.240255962769052,-1296,0.23593664664118,-1530,0.218633895398685,-1017,0.159005628517824,-802,0.162052939987876,-669,0.14556135770235,-798,0.128172181175715,-853,0.194659972615244,-679,0.134642078128098,-736,0.120418848167539,-1182,0.190093277581216,-983,0.194807768529528,-3298,0.395301450317632,-2060,0.277890192904357,-1977,0.239230396902227,-1526,0.237805828268661,-1821,0.23268591873243,-1696,0.201186239620403,-3488,0.301834544825199,-1843,0.207498311191173,-2003,0.21191282268303,-2067,0.195276334435522,-2567,0.198101558882544,-1958,0.20761319054183,-2130,0.209131075110457
    International,,-1080,0.566334556895648,-1393,0.525462089777442,-941,0.554834905660377,-1388,0.549485352335709,-1524,0.524251805985552,-2086,0.525176233635448,-1693,0.60943124550036,-1998,0.463465553235908,-2272,0.550387596899225,-2733,0.532540919719408,-2247,0.554130702836005,-2579,0.571080602302923,-2859,0.548541826554106,-3295,0.527791126061188,-2836,0.553149990247708,-2887,0.559821601706418,-2938,0.534862552339341,-3283,0.469134038296656,-4457,0.696841776110069,-3203,0.647201454839362,-3031,0.659486510008703,-4026,0.646643109540636,-3029,0.691236878137837,-3743,0.742216934364466,-4716,0.771596858638743,-3966,0.637825667417176,-3674,0.728101466508125,-4187,0.501857844899916,-4583,0.618238230136247,-5110,0.618344627299129,-4379,0.68240610877357,-5199,0.664324048044978,-5841,0.69288256227758,-6494,0.561959155417099,-6401,0.720671020040531,-6560,0.694033008887008,-7605,0.718469532357109,-8812,0.680043216545763,-6828,0.723995334535044,-7281,0.714874815905744
  Chemicals,,-38,0.0199265862611432,-43,0.016220294228593,-26,0.0153301886792453,-32,0.0126682501979414,-46,0.0158238734090127,-47,0.0118328298086606,-23,0.00827933765298776,-35,0.00811876594757597,-60,0.0145348837209302,-93,0.0181215900233827,-40,0.00986436498150432,-49,0.0108503100088574,-65,0.0124712202609363,-117,0.0187409899086977,-115,0.0224302711137117,-34,0.00659298041496994,-213,0.0387766247951939,-123,0.0175764504144041,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
    International,,-7,0.00367068694284216,-12,0.004526593738212,-7,0.00412735849056604,-8,0.00316706254948535,-9,0.00309597523219814,-19,0.00478348439073515,-6,0.00215982721382289,-11,0.00255161215495245,-15,0.00363372093023256,-33,0.00643024162120031,-11,0.00271270036991369,-11,0.00243578387953942,-13,0.00249424405218726,-18,0.00288322921672273,-9,0.00175541252194266,-13,0.00252084545278263,-18,0.00327689787001638,-38,0.00543012289225493,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
