Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43
Norfolk Southern Corp (NSC US) - By Measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In Millions of USD except Per Share,,FY 2003,,FY 2004,,FY 2005,,FY 2006,,FY 2007,,FY 2008,,FY 2009,,FY 2010,,FY 2011,,FY 2012,,FY 2013,,FY 2014,,FY 2015,,FY 2016,,FY 2017,,FY 2018,,FY 2019,,FY 2020,,FY 2021,,FY 2022,,FY 2023,
12 Months Ending,,12/31/2003,,12/31/2004,,12/31/2005,,12/31/2006,,12/31/2007,,12/31/2008,,12/31/2009,,12/31/2010,,12/31/2011,,12/31/2012,,12/31/2013,,12/31/2014,,12/31/2015,,12/31/2016,,12/31/2017,,12/31/2018,,12/31/2019,,12/31/2020,,12/31/2021,,12/31/2022,,12/31/2023,
    Metals and Construction,,—,,—,,—,,835.3,0.105722132921566,783.6,0.103200316080601,—,,—,,—,,—,,669.7,0.0942283881134624,666.9,0.0908471713277664,725.6,0.0945419484292955,672.4,0.0899062696385832,685.8,0.0944667135005579,761.2,0.100006569007423,719.8,0.0907886936669904,685.1,0.0906984748993857,601.2,0.0899528690057605,669,0.0951405776696958,634.6,0.0928524398273465,634.1,0.0940187414744084
    Chemicals,,—,,—,,—,,426.4,0.0539685352301636,426.7,0.0561964967733439,—,,—,,—,,—,,388.8,0.0547050877982891,449.2,0.0611914070481821,502.6,0.0654861952598731,527.6,0.070545133642648,475.7,0.0655261236690221,488.6,0.0641923405373448,604.7,0.0762710795504711,588.9,0.077962825672527,482,0.0721179022967008,529.7,0.0753302899725529,540.1,0.0790255322262053,515,0.0763596465215586
    Automotive,,—,,—,,—,,561.9,0.0711184801731448,533,0.0701962333728434,—,,—,,—,,—,,374.6,0.052707113912652,402.1,0.0547753000313313,410.1,0.0534339209631396,429.3,0.0574014895238605,440.5,0.0606774384616444,423.1,0.0555869408132431,403.9,0.0509440863741281,394.7,0.0522532302478288,329.7,0.0493304406373906,345.4,0.0491204118491972,339.1,0.0496159192333016,361.5,0.0536000237233853
    Forest and Consumer,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,293.7,0.0385863496025751,—,,—,,—,,—,,—,,—,
    Agriculture Products,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,524.8,0.0689483019115811,—,,—,,—,,—,,—,,—,
    Paper/Clay/Forest,,—,,—,,—,,466.7,0.0590692199622828,428.1,0.0563808771236665,—,,—,,—,,—,,305.8,0.0430267897343539,309.4,0.0421474206160008,303.2,0.0395054007218335,299.9,0.0400994798700344,284,0.039120073832252,—,,—,,—,,—,,—,,—,,—,
    Agriculture/Consumer/Government,,—,,—,,—,,594.1,0.0751939652444658,601.5,0.079217700513631,—,,—,,—,,—,,595.9,0.083844552003602,594.3,0.0809573757986078,603.8,0.0786720348147859,609,0.0814290871652248,601.2,0.0828133393941898,—,,—,,—,,—,,—,,—,,—,
  Coal,,—,,—,,—,,1760,0.222759432469719,1699.4,0.22381140524167,—,,—,,—,,—,,1414.1,0.198967244484466,1346.7,0.183451620373524,1284.4,0.167350714667292,1079.7,0.144366150102288,902.1,0.124261333112939,1046,0.137423635288708,1033.5,0.130355813982821,914,0.121001906375768,574.1,0.0858981072791202,658,0.0935762333432882,684.6,0.100168263954935,677.1,0.100394401281063
Revenue Ton-Miles / Kms,,—,,198300,1.0,202800,1.0,203800,1.0,196000,1.0,195300,1.0,158500,1.0,182000,1.0,191700,1.0,185600,1.0,193600,1.0,205000,1.0,199700,1.0,190500,1.0,201500,1.0,207400,1.0,194000,1.0,164100,1.0,178100,1.0,178600,1.0,176000,1.0
  Merchandise,,—,,108200,0.545637922339889,111200,0.548323471400395,112800,0.553483807654563,109600,0.559183673469388,104900,0.537122375832053,83700,0.52807570977918,97700,0.536813186813187,100700,0.525299947835159,100800,0.543103448275862,107700,0.556301652892562,118000,0.575609756097561,120300,0.602403605408112,115400,0.605774278215223,118300,0.587096774193548,122200,0.589199614271938,115800,0.596907216494845,100200,0.610603290676417,108300,0.608085345311623,108000,0.604703247480403,107100,0.608522727272727
  Intermodal,,—,,31900,0.160867372667675,32300,0.159270216962525,31100,0.152600588812561,28200,0.143877551020408,28300,0.144905273937532,25900,0.163406940063091,32000,0.175824175824176,34400,0.179447052686489,36600,0.197198275862069,38400,0.198347107438017,40100,0.195609756097561,39900,0.199799699549324,41500,0.217847769028871,43200,0.21439205955335,46400,0.223722275795564,43700,0.225257731958763,42500,0.258988421694089,43700,0.245367770915216,43300,0.242441209406495,41400,0.235227272727273
  Coal,,—,,58200,0.293494704992436,59300,0.292406311637081,59900,0.293915603532875,58200,0.296938775510204,62100,0.317972350230415,48900,0.308517350157729,52300,0.287362637362637,56600,0.295252999478352,48200,0.259698275862069,47500,0.245351239669421,46900,0.228780487804878,39500,0.197796695042564,33600,0.176377952755906,40000,0.198511166253102,38800,0.187078109932498,34500,0.177835051546392,21400,0.130408287629494,26100,0.146546883773161,27300,0.152855543113102,27500,0.15625
Average Age,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,
  Retired Freight Cars,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,—,,37.3,,44.7,,44.7,,44.7,,42.7,,42.2,,45.5,,40.8,
  Freight Cars,,26.6,,27.6,,29.4,,30,,30.1,,29.9,,30.3,,31,,30.3,,30.2,,30.2,,30.1,,29.6,,24.1,,28.5,,28.7,,28.7,,25.6,,25.7,,25.9,,28.5,
  Locomotives,,15.3,,16.8,,17.4,,17.7,,18.1,,18.9,,19.9,,20.5,,21,,21.6,,22.5,,23.1,,23.9,,28.6,,24.4,,25.2,,25.2,,25.7,,26.7,,27.6,,25.4,
  Retired Locomotives,,28.7,,22.9,,27.4,,35,,30,,34.4,,31.2,,28.4,,31.7,,41.2,,38.7,,35.3,,43.4,,37.2,,33.2,,42.9,,42.9,,31.3,,31.5,,25.2,,23,
Source: Bloomberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
